Name	Critic_Score	Critic_Count	User_Score	User_Count
Rogue Ops	6.1		9.2	
Killer is Dead	6.4		7.9	
F1 2014	6.4		4.1	
Legion: The Legend of Excalibur	5.1		7.0	
Spartan: Total Warrior	7.4		8.4	
Justice League Heroes	7.2		7.8	
Conflict: Vietnam	6.0		7.3	
Whirl Tour	5.8		7.0	
NBA Street: Showdown	7.5		8.5	
pro evolution soccer 2011	7.8		5.4	
Skies of Arcadia Legends	8.4		9.2	
Breath of Fire	7.9		8.8	
Risen 2: Dark Waters	6.9		5.6	
NCAA Football 2005	8.8		9.0	
Hamtaro: Ham-Ham Games	7.7		7.8	
Soul Sacrifice Delta	8.2		8.4	
NASCAR 2011: The Game	4.2		3.1	
Spider-Man: Edge of Time	5.8		7.2	
Ride	6.6		7.0	
Spirit Camera: The Cursed Memoir	5.4		6.1	
Galactic Wrestling: Featuring Ultimate Muscle	6.1		8.0	
FaceBreaker K.O. Party	6.1		5.6	
Dino Stalker	5.0		6.3	
Mega Man Zero 3	7.7		9.0	
Super Swing Golf	7.2		7.8	
G-Force	6.8		7.6	
Luminous Arc 2	7.3		7.7	
Shinobi	6.9		7.3	
Tony Hawk's Downhill Jam	7.6		7.0	
Risen 2: Dark Waters	4.7		5.2	
Age of Empires: The Age of Kings	8.0		7.9	
MotoGP 09/10	7.0		5.4	
The Lord of the Rings: The Third Age	6.7		8.5	
Dinosaur King	6.1		8.0	
The Suffering	7.7		8.8	
Tetris Worlds	4.7		5.6	
The Sims 4: Get Together	7.2		7.3	
Viewtiful Joe 2	8.6		8.3	
Child of Eden	8.1		7.8	
Touch the Dead	5.6		5.6	
Nickelodeon Party Blast	1.9		4.3	
Jackass the Game	5.8		7.0	
Ragnarok DS	5.3		5.8	
Shellshock: Nam '67	5.8		7.0	
Magna Carta: Tears of Blood	6.6		7.0	
All-Star Baseball 2002	6.6		5.6	
Capcom vs. SNK	8.0		9.0	
Pinball Hall of Fame: The Williams Collection	8.2		7.9	
Aliens vs Predator: Requiem	4.9		5.6	
Dishonored 2	8.8		6.8	
Asphalt: Injection	4.9		4.8	
From Russia With Love	7.0		8.5	
Guitar Hero: Smash Hits	6.9		8.3	
NBA Live 09 All-Play	5.1		5.9	
NFL Quarterback Club 2002	6.7		7.8	
NCAA Basketball 09	7.0		5.6	
Shin Megami Tensei: Persona	7.8		8.0	
Lords of the Fallen	7.1		6.7	
LEGO The Lord of the Rings	8.0		8.2	
Growlanser: Heritage of War	6.0		7.9	
Ben 10 Alien Force: Vilgax Attacks	6.1		8.3	
Rugby 2004	6.1		6.8	
Senran Kagura 2: Deep Crimson 	5.8		6.8	
NBA 06	7.2		5.4	
KORG DS-10 Synthesizer	8.2		8.2	
Naruto: Ninja Council	6.0		7.1	
Tropico 3	7.5		6.6	
Deadly Creatures	7.2		8.8	
Naruto Shippuden: Ultimate Ninja Storm Revolution	6.2		7.3	
Dead Island	8.0		6.8	
NFL 2K3	9.2		8.3	
Hunted: The Demon's Forge	6.1		6.0	
Britney's Dance Beat	5.3		7.4	
Shrek SuperSlam	7.0		7.8	
Full Auto	7.0		7.8	
Herdy Gerdy	6.9		5.0	
Afrika	6.3		6.2	
Over G Fighters	4.9		6.0	
Angry Birds Star Wars	4.7		2.0	
Hot Shots Tennis: Get a Grip	8.0		8.0	
Star Wars: The Force Unleashed II	4.3		4.0	
The Dukes of Hazzard: Return of the General Lee	5.2		6.8	
Crash 'N' Burn	6.3		8.0	
NBA	5.7		6.9	
Disaster Report	6.6		8.0	
Armored Core V	6.8		7.2	
College Hoops 2K7	8.2		8.2	
Rampage: Total Destruction	4.6		5.6	
The Bard's Tale	7.6		8.6	
Robotech: The Macross Saga	6.1		6.5	
Conflict Zone	4.7		7.4	
Code Name: S.T.E.A.M.	6.9		7.7	
The Bureau: XCOM Declassified	6.8		6.7	
Star Wars: Battlefront	7.2		3.5	
BloodRayne	7.6		7.5	
NHL 2K6	8.3		7.5	
Hannah Montana: The Movie	2.5		3.8	
Tenchu: Return From Darkness	7.0		7.0	
World Poker Tour	6.0		8.6	
Neo Contra	6.5		7.1	
MVP Baseball	6.7		7.7	
Tony Hawk's American Sk8land	8.4		8.7	
Viewtiful Joe 2	8.5		7.7	
The BIGS 2	7.6		6.2	
Quake III: Revolution	8.4		7.2	
Pac-Man World 3	6.3		5.2	
50 Cent: Blood on the Sand	7.1		6.4	
Journey	9.2		8.8	
SBK X: Superbike World Championship	7.3		7.5	
Dragon Ball: Fusions	6.8		7.6	
Madden NFL 07	7.0		6.5	
HBO Boxing	2.6		4.0	
Bass Pro Shops: The Strike	6.3		5.8	
Darkwatch	7.5		8.1	
Disgaea D2: A Brighter Darkness	7.4		8.1	
Maximo vs Army of Zin	8.3		7.8	
Assassin's Creed Syndicate	7.4		5.9	
Summoner 2	7.6		8.3	
Shadow of Destiny	7.8		8.2	
Ninja Gaiden: Dragon Sword	8.3		7.8	
Cabela's Deer Hunt: 2004 Season	6.5		8.4	
World of Final Fantasy	7.7		8.6	
Danganronpa Another Episode: Ultra Despair Girls	7.2		8.4	
Pro Evolution Soccer 2012	7.9		7.0	
The Legend of Spyro: The Eternal Night	6.0		6.4	
The Wolf Among Us	8.3		8.4	
Cursed Mountain	6.7		7.6	
Age of Empires: Mythologies	7.8		6.9	
SBK Superbike World Championship	6.3		8.0	
Bionicle	4.7		4.2	
Heroes of Ruin	6.9		7.4	
A Boy and His Blob	8.0		8.7	
Baja: Edge of Control	6.1		5.0	
G.I. Joe: The Rise of Cobra	4.3		4.8	
UFC Undisputed 2010	7.4		7.0	
World Series of Poker	3.7		6.4	
Rayman Raving Rabbids	6.7		7.3	
Deus Ex: The Conspiracy	8.1		8.9	
Unreal II: The Awakening	6.4		5.3	
Rumble Racing	8.5		8.2	
Spider-Man: Web of Shadows	6.9		4.1	
Vampire Rain	3.8		2.9	
Batman Begins	6.5		7.1	
NBA Live 15	5.3		6.8	
JSRF: Jet Set Radio Future	8.8		8.2	
NHL Hitz 20-02	7.9		8.7	
Way of the Samurai 3	5.5		6.8	
NCAA Football 2003	9.1		8.1	
Hitman: HD Trilogy	7.1		7.6	
J Stars Victory Vs.	7.4		7.9	
de Blob 2	7.4		7.1	
ESPN Winter X Games: Snowboarding 2002	6.4		7.9	
Final Fantasy Fables: Chocobo's Dungeon	7.6		8.0	
Project: Snowblind	7.8		8.3	
Prison Break: The Conspiracy	4.0		4.7	
You Don't Know Jack	8.1		7.7	
Mortal Kombat: Special Forces	2.8		2.4	
Mega Man Legacy Collection	7.7		7.1	
The Last Airbender	5.3		6.6	
NCAA March Madness 07	6.7		7.1	
StokEd	6.8		8.6	
Evil Dead: Regeneration	6.8		8.5	
Defiance	6.4		6.5	
NHL 2003	8.0		7.9	
Tiger Woods PGA Tour	7.8		7.4	
NHL 2K3	8.9		7.8	
You Don't Know Jack	8.2		7.9	
Final Fight One	8.2		7.8	
Tony Hawk's Pro Skater 5	3.2		1.5	
MLB 10: The Show	7.9		6.6	
Gallop Racer 2003: A New Breed	6.8		8.5	
Frogger 3D	5.4		5.5	
Blue Dragon Plus	6.9		6.5	
BeyBlade VForce: Super Tournament Battle	3.3		7.5	
Dead to Rights: Retribution	6.1		7.0	
Dragon Ball Z: Sagas	4.8		6.6	
X2: Wolverine's Revenge	5.8		6.4	
Power Rangers: Wild Force	5.5		6.9	
Tenchu: Shadow Assassins	7.0		7.8	
Lost Planet 3	6.1		5.5	
Beyblade G-Revolution	4.0		7.8	
Capcom Fighting Evolution	5.7		4.8	
Assassin's Creed The Ezio Collection	7.2		7.4	
God of War Collection	7.3		7.4	
Anarchy Reigns	7.1		8.2	
Mobile Suit Gundam: Crossfire	3.3		5.1	
Suikoden Tactics	6.8		8.6	
NCAA March Madness 06	7.6		7.2	
Sniper: Ghost Warrior 2	5.2		5.7	
EVE Online	6.9		7.5	
Phantasy Star Online	8.9		9.1	
Crazy Taxi 3: High Roller	6.9		8.5	
Midnight Club 3: DUB Edition Remix	8.7		5.3	
Thrillville	7.2		2.8	
Warhammer 40,000: Space Marine	7.4		7.4	
The King of Fighters Collection: The Orochi Saga	6.7		8.5	
Disney's Planes	5.1		5.3	
MLB SlugFest 20-03	7.9		7.8	
The Con	6.3		7.3	
Pitfall: The Lost Expedition	7.0		8.9	
Need for Speed Carbon: Own the City	7.0		7.5	
Enchanted Arms	6.4		5.9	
Le Mans 24 Hours	7.5		7.6	
The Witch and the Hundred Knight	5.3		7.5	
Dragon Ball Z: Harukanaru Densetsu	5.7		6.2	
Harvest Moon: More Friends of Mineral Town	8.2		9.2	
X2: Wolverine's Revenge	7.2		7.2	
NBA 2K2	9.0		7.6	
Code of Princess	6.7		7.6	
Major League Baseball 2K11	7.2		6.3	
Dark Messiah of Might and Magic Elements	5.2		7.0	
Planet 51	5.3		5.8	
Dead to Rights II	5.1		5.3	
FIFA 16	8.1		4.4	
NBA Live 14	3.6		3.1	
Kung Fu Rider	3.6		3.7	
DarkStar One: Broken Alliance	6.3		7.2	
Dragon Ball: Xenoverse 2	7.3		7.3	
Odin Sphere: Leifthrasir	8.7		8.2	
Ty the Tasmanian Tiger 2: Bush Rescue	7.0		8.6	
Body and Brain Connection	5.7		4.8	
Dragon Ball: Revenge of King Piccolo	6.5		7.3	
Warriors Orochi	6.2		6.6	
MVP Baseball 2003	8.2		9.0	
Monster Jam	4.3		6.4	
Infinite Space	7.5		9.0	
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe	7.2		6.0	
NBA 07	6.8		7.0	
Two Worlds II	7.6		6.5	
IHRA Drag Racing 2004	4.0		7.4	
The Legend of Heroes: Trails of Cold Steel	8.6		7.7	
Clive Barker's Jericho	6.0		7.1	
Tekken 3D: Prime Edition	6.4		5.9	
Marvel: Ultimate Alliance 2	6.5		6.7	
Front Mission Evolved	5.8		6.1	
From Russia With Love	7.1		8.8	
Apache: Air Assault	6.6		6.1	
Dying Light	7.5		7.9	
Grandia II	9.0		8.8	
Ridge Racer 6	7.4		7.1	
Teenage Mutant Ninja Turtles 3: Mutant Nightmare	5.3		7.0	
Zone of the Enders HD Collection	7.5		8.8	
Record of Agarest War	7.1		7.0	
Gladius	7.8		8.0	
Earth Defense Force: Insect Armageddon	6.3		7.0	
Dave Mirra Freestyle BMX 2	7.6		8.2	
SpongeBob SquarePants: Revenge of the Flying Dutchman	6.6		8.3	
Taiko Drum Master	7.7		8.1	
Dungeon Hunter Alliance	4.9		6.4	
Forgotten Realms: Demon Stone	7.1		6.8	
Soldier of Fortune: Payback	5.0		5.6	
Afro Samurai	6.5		6.1	
Silent Hill: Book of Memories	5.8		5.1	
Playboy: The Mansion	5.9		7.5	
Baja: Edge of Control	6.5		7.1	
Tiger Woods PGA Tour 06	8.0		7.9	
Bleach: The 3rd Phantom	5.9		8.0	
MC Groovz Dance Craze	4.2		6.8	
The Thing	7.8		6.6	
Untold Legends: Dark Kingdom	5.8		7.2	
Plants vs. Zombies	8.5		7.9	
Baldur's Gate: Dark Alliance	8.3		8.3	
Prince of Persia: Warrior Within	8.3		8.6	
Warriors Orochi	5.3		7.4	
Predator: Concrete Jungle	4.7		8.8	
Arcana Heart 3	7.3		7.5	
X-Men Origins: Wolverine	5.5		8.1	
Big Mutha Truckers 2	5.1		2.1	
Armored Core 4	6.5		6.8	
Solatorobo: Red the Hunter	7.6		7.9	
NHL FaceOff 2001	5.7		4.0	
Mana Khemia 2: Fall of Alchemy	7.0		8.2	
The Great Escape	5.7		8.0	
Castlevania: Lords of Shadow 2	6.3		7.8	
Big Mutha Truckers	5.9		4.3	
Way of the Samurai 4	5.8		6.5	
The Hobbit	6.7		9.2	
The King of Fighters XI	7.5		8.5	
Tom Clancy's Splinter Cell: Essentials	5.8		7.5	
Major League Baseball 2K12	6.8		4.4	
Family Guy	5.1		6.3	
Sniper Elite	7.6		8.9	
Harry Potter and the Goblet of Fire	7.0		7.4	
Breath of Fire II	8.1		8.8	
UFC Personal Trainer: The Ultimate Fitness System	6.5		2.4	
Conan	6.9		7.3	
No More Heroes: Heroes' Paradise	7.2		7.3	
Aliens vs Predator	6.8		7.4	
Captain America: Super Soldier	6.1		7.3	
Manhunt	7.4		7.9	
NCAA Final Four 2003	5.7		6.0	
Dynasty Warriors: Gundam 2	4.9		7.0	
Bound By Flame	5.3		5.9	
Spectrobes: Origins	7.1		8.4	
DanceMasters	6.3		5.9	
Breath of Fire: Dragon Quarter	7.8		6.9	
Shiren the Wanderer	7.1		7.6	
LEGO Marvel's Avengers	6.0		7.1	
Spore Hero Arena	4.9		2.6	
Disney's Magical Mirror Starring Mickey Mouse	5.0		8.9	
Enchanted Arms	6.9		6.9	
Conflict: Denied Ops	5.2		4.9	
Mafia III	6.3		3.2	
Mace Griffin: Bounty Hunter	6.2		8.3	
Legacy of Kain: Defiance	7.4		7.9	
Final Fantasy XI	6.6		6.5	
Peter Jackson's King Kong: The Official Game of the Movie	5.6		6.4	
Fighter Within	2.3		3.0	
Aliens versus Predator: Extinction	6.6		8.4	
Shrek: Forever After	5.7		4.5	
X-Men Origins: Wolverine	6.0		7.5	
NHL Hitz Pro	7.9		8.9	
Space Invaders Extreme 2	8.2		7.1	
Need for Speed: The Run	6.5		6.0	
Supreme Commander 2	7.7		6.2	
Quantum Theory	4.3		5.3	
Dawn of Discovery	8.1		8.5	
Guitar Hero Live	8.4		6.1	
Frequency	8.3		9.0	
Dynasty Warriors 8: Empires	6.3		7.5	
2002 FIFA World Cup	7.9		9.0	
SpongeBob SquigglePants 3D	6.4		6.0	
Sudeki	7.2		8.4	
Majin and the Forsaken Kingdom	7.4		8.1	
Silent Hill HD Collection	6.9		5.6	
Arc Rise Fantasia	6.4		7.8	
South Park: The Stick of Truth	8.5		8.6	
Teenage Mutant Ninja Turtles 2: Battle Nexus	4.9		4.6	
MLB 12: The Show	7.6		7.8	
NBA 2K11	8.2		8.6	
WWE All Stars	6.8		7.0	
Naruto: Ninja Destiny	6.1		4.4	
FaceBreaker	5.4		6.3	
Spider-Man: Shattered Dimensions	7.3		7.0	
Lunar Legend	7.9		7.8	
Conflict: Global Terror	6.2		8.5	
Dante's Inferno	7.0		8.1	
Injustice: Gods Among Us	8.2		7.9	
Tomb Raider: Underworld	7.0		8.4	
Death Jr.	6.1		7.3	
Hulk	7.1		7.4	
Phantasy Star Universe	6.8		8.5	
Gungrave	6.5		8.6	
Transworld Surf	7.6		8.5	
Tenchu: Fatal Shadows	5.8		8.0	
50 Cent: Blood on the Sand	7.2		7.2	
Metro: Last Light	8.2		8.6	
Evolve	7.7		4.3	
Resident Evil: Revelations	8.0		7.5	
The Legend of Spyro: A New Beginning	6.7		7.3	
Armored Core: For Answer	6.2		7.6	
Harry Potter and the Prisoner of Azkaban	6.7		8.8	
Street Fighter X Tekken	7.9		7.5	
The Legend of Heroes: Trails of Cold Steel II	8.0		7.3	
Rise of the Kasai	6.8		8.0	
Risen	6.0		6.4	
Nostalgia	7.2		7.6	
Dynasty Warriors Gundam	5.5		6.8	
Chibi-Robo! Park Patrol	7.8		7.5	
Tom Clancy's Splinter Cell: Blacklist	8.2		7.4	
One Piece: Unlimited Adventure	6.7		8.5	
Shaun White Skateboarding	6.1		6.5	
Conflict: Denied Ops	5.1		3.1	
Binary Domain	7.4		8.0	
Ice Age: Dawn of the Dinosaurs	6.7		7.3	
Robin Hood: Defender of the Crown	5.9		5.6	
R-Type Final	7.9		9.1	
Bolt	5.9		6.8	
Sega GT 2002	8.2		8.2	
F1 2011	8.3		7.2	
Ty the Tasmanian Tiger 3: Night of the Quinkan	6.8		8.1	
Samurai Warriors 2: Empires	5.5		7.3	
Blood Omen 2	7.6		9.0	
Earth Defense Force: Insect Armageddon	6.8		8.2	
Major League Baseball 2K10	7.4		5.3	
Saints Row IV	8.6		7.4	
Harry Potter: Quidditch World Cup	6.9		7.5	
Dance Central: Spotlight	7.4		7.0	
Warriors: Legends of Troy	4.4		7.0	
La Pucelle: Tactics	7.9		8.5	
Arcania: Gothic 4	6.3		4.4	
NBA Ballers: Chosen One	5.5		4.2	
Tiger Woods PGA Tour 07	8.1		6.8	
Disney's Meet the Robinsons	6.2		6.3	
Sword Art Online: Hollow Realization	6.9		7.7	
The Lord of the Rings: War in the North	6.6		7.1	
SBK X: Superbike World Championship	7.4		8.3	
Rango: The Video Game	6.5		6.4	
EverQuest Online Adventures: Frontiers	7.7		8.5	
Fairy Fencer F	6.5		7.4	
Shadows of the Damned	7.6		8.4	
Phantasy Star Online Ver. 2	8.0		8.9	
Fight Club	3.6		4.4	
Samurai Warriors: State of War	6.4		6.4	
Dragon Blade: Wrath of Fire	5.1		7.5	
The Munchables	7.1		8.2	
Close Combat: First to Fight	6.9		7.8	
Indiana Jones and the Emperor's Tomb	7.3		8.6	
Buffy the Vampire Slayer: Chaos Bleeds	7.2		8.9	
Ty the Tasmanian Tiger	6.8		8.5	
Heavy Fire: Afghanistan	3.9		3.3	
Siren	7.2		7.8	
NARC	5.1		2.8	
Driver: San Francisco	8.0		7.0	
Shape Up	5.8		8.3	
Amplitude	8.6		8.8	
Disgaea DS	8.2		7.5	
Gauntlet: Seven Sorrows	6.1		7.8	
AirForce Delta Storm	6.1		7.1	
Fear Effect 2: Retro Helix	8.4		8.9	
Atelier Shallie: Alchemists of the Dusk Sea	7.6		7.7	
Call of Duty: World at War	8.3		7.5	
CSI: Fatal Conspiracy	3.9		5.6	
Vietcong: Purple Haze	4.8		4.3	
Syndicate	7.4		7.1	
Zumba Fitness Rush	7.3		6.2	
Call of Juarez	7.1		6.9	
Ghostbusters: The Video Game	5.4		4.7	
Bloody Roar: Primal Fury	7.5		8.5	
MotoGP	4.4		5.4	
Mushroom Men: The Spore Wars	7.2		8.7	
Saint Seiya: Soldiers' Soul	5.9		7.8	
LEGO Harry Potter: Years 5-7	6.4		6.8	
Corpse Party: Blood Drive	6.0		7.4	
The Last Airbender	6.9		7.0	
MotoGP 14 	7.3		6.4	
Alone in the Dark	3.9		4.4	
Six Flags Fun Park	3.4		7.0	
Test Drive Off-Road Wide Open	6.4		8.3	
WWE All Stars	7.0		6.6	
Bad Boys: Miami Takedown	3.5		5.9	
Valhalla Knights 3	4.8		6.8	
Mega Man X: Command Mission	6.9		7.1	
Tokyo Xtreme Racer DRIFT	5.9		8.6	
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe	6.5		7.5	
Cabela's Big Game Hunter 2005 Adventures	6.5		8.3	
Senran Kagura: Estival Versus	7.1		7.4	
GRID Autosport	7.5		6.8	
Half-Minute Hero	8.4		7.8	
Gauntlet: Dark Legacy	6.0		9.1	
The Chronicles of Narnia: Prince Caspian	5.6		7.5	
Shadow The Hedgehog	4.9		5.5	
World of Outlaws: Sprint Cars	5.7		8.1	
Van Helsing	6.3		7.6	
Grand Slam Tennis 2	7.1		5.1	
Ben 10 Ultimate Alien: Cosmic Destruction	5.1		5.3	
Pure Futbol	3.8		7.9	
Spider-Man: Friend or Foe	5.8		4.4	
Gun	7.7		8.6	
SoulCalibur Legends	5.2		5.7	
Aliens: Colonial Marines	4.5		3.5	
Tiger Woods PGA Tour 2004	7.5		7.5	
FIFA Soccer 11	8.3		7.7	
Borderlands	8.1		7.8	
de Blob 2	7.9		8.1	
Silent Hill 4: The Room	7.6		8.3	
Commandos 2: Men of Courage	6.7		6.8	
Remember Me	7.0		7.5	
Brink	7.0		6.0	
FIFA Soccer 2002	8.1		8.0	
Disney's Tarzan Untamed	6.1		7.4	
Trinity Universe	6.2		7.2	
Senran Kagura: Estival Versus	6.7		8.0	
Ball Breakers	6.8		5.3	
Splatterhouse	6.2		7.6	
EyeToy: Groove	7.3		8.0	
You Don't Know Jack	8.2		7.3	
Charlie and the Chocolate Factory	3.9		3.2	
Armored Core: Last Raven	5.9		8.9	
Burnout Legends	3.8		6.0	
College Hoops 2K7	8.1		7.1	
K-1 World Grand Prix	6.7		9.0	
Juiced	6.8		9.1	
Naruto Shippuden: Dragon Blade Chronicles	3.8		3.0	
DiRT Showdown	7.5		6.3	
Sonic Riders: Zero Gravity	5.6		8.3	
UFC: Sudden Impact	5.4		7.7	
Full Auto 2: Battlelines	6.7		7.6	
College Hoops 2K8	8.1		6.9	
How to Train Your Dragon	5.1		7.0	
Dynasty Warriors: Gundam 3	6.5		7.8	
NHL 2004	8.5		6.5	
Velvet Assassin	5.6		7.1	
MindJack	4.4		1.7	
NBA Live 16	5.9		6.1	
WWE SmackDown vs. Raw 2009	5.8		7.8	
Dead or Alive Paradise	3.8		5.6	
Dark Souls II	9.1		7.1	
The Suffering: Ties That Bind	7.5		8.0	
EyeToy: Kinetic	7.8		8.3	
Project Spark	7.3		7.0	
Army Men: Sarge's Heroes 2	5.4		4.6	
Winning Eleven: Pro Evolution Soccer 2007	6.3		7.9	
Warriors of Might and Magic	4.9		4.5	
Rapala Fishing Frenzy 2009	3.1		4.4	
Ridge Racer	4.4		3.7	
Major League Baseball 2K9	6.1		4.0	
Smash Court Tennis Pro Tournament	7.3		7.4	
Race Pro	7.2		7.0	
NBA Inside Drive 2004	7.1		8.2	
Gretzky NHL 2005	6.6		9.1	
Dungeon Siege III	7.2		4.7	
The Hobbit	6.1		7.3	
Skate it	7.2		7.8	
True Crime: New York City	5.9		8.8	
Metal Arms: Glitch in the System	8.2		8.7	
Toukiden Kiwami	7.4		7.6	
The Secret World	7.4		8.2	
MDK2 Armageddon	8.0		8.3	
NHL 2K9	6.9		6.7	
Fight Night Round 2	8.7		7.9	
Disney's Atlantis: The Lost Empire	7.3		8.5	
Stormrise	5.1		5.3	
Psi-Ops: The Mindgate Conspiracy	8.4		7.9	
X-Men: The Official Game	5.2		6.1	
SWAT: Global Strike Team	6.9		6.3	
Hitman: HD Trilogy	6.9		7.2	
Goblin Commander: Unleash the Horde	6.8		8.7	
World Destruction League: Thunder Tanks	6.5		5.9	
Tom Clancy's Ghost Recon: Future Soldier	7.1		4.9	
PlayStation Move Heroes	5.3		6.1	
RoadKill	7.1		7.9	
Looney Tunes: Back in Action	6.4		5.0	
The Chronicles of Narnia: Prince Caspian	5.6		5.6	
Top Spin 2	7.5		6.8	
Hunter: The Reckoning Redeemer	7.2		8.6	
Captain America: Super Soldier	6.0		6.4	
Danganronpa 2: Goodbye Despair	8.1		8.7	
Thief: Deadly Shadows	8.2		7.3	
MotoGP 10/11	6.8		6.1	
NBA 09: The Inside	7.9		7.4	
Batman Begins	6.1		6.9	
Mercury Meltdown Revolution	7.7		7.4	
Let's TAP	7.0		6.6	
The Lord of the Rings: Aragorn's Quest	5.8		6.0	
Spawn: Armageddon	5.7		9.2	
Bee Movie Game	7.1		5.8	
Conception II: Children of the Seven Stars	6.2		7.6	
Deus Ex: Mankind Divided	8.3		7.2	
Professor Heinz Wolff's Gravity	6.3		7.7	
FaceBreaker	5.3		3.8	
Star Wars: Battlefront II	7.8		8.8	
Gallop Racer 2001	7.1		9.1	
Hellboy: The Science of Evil	4.7		6.1	
MotoGP 09/10	6.9		5.7	
Catwoman	4.6		6.9	
Monsters vs. Aliens	6.3		6.6	
Beat Down: Fists of Vengeance	4.8		8.1	
World Destruction League: Thunder Tanks	3.5		1.2	
Terminator 3: The Redemption	6.8		8.0	
Anarchy Reigns	7.3		7.9	
SSX On Tour	8.0		7.5	
Bladestorm: Nightmare	5.8		6.5	
Fairytale Fights	5.1		6.2	
LEGO Marvel Super Heroes	7.8		8.1	
James Bond 007: Everything or Nothing	7.3		8.3	
Shrek Extra Large	3.6		5.6	
World Tour Soccer 2006	5.6		6.0	
Gunvalkyrie	7.3		7.3	
State of Emergency	6.7		6.3	
Disney Golf	7.2		8.3	
Fuzion Frenzy 2	4.9		5.2	
Demon Gaze	7.0		7.4	
Clock Tower II: The Struggle Within	4.9		5.7	
CSI: Fatal Conspiracy	4.2		4.8	
Mega Man Network Transmission	6.5		7.6	
Fairytale Fights	5.3		6.0	
RC Revenge Pro	4.9		7.6	
G-Force	6.8		7.0	
Backyard Wrestling: Don't Try This at Home	5.0		5.0	
Gauntlet: Dark Legacy	5.4		8.9	
Time and Eternity	4.2		5.0	
Lost Kingdoms	7.2		8.0	
Pursuit Force: Extreme Justice	7.3		7.6	
The Cursed Crusade	4.5		5.0	
Ridge Racer Unbounded	7.2		6.0	
Wolfenstein 3D	5.7		6.0	
NHL 07	7.6		6.6	
Dementium: The Ward	7.2		7.9	
Mobile Suit Gundam: Extreme VS Force	5.7		7.3	
NASCAR '14	6.5		5.1	
Green Lantern: Rise of the Manhunters	6.1		6.7	
25 to Life	4.1		7.2	
Naval Assault: The Killing Tide	4.0		4.2	
Sega Superstars	7.2		7.0	
MLB 11: The Show	7.7		6.0	
Bomberman Land	5.7		8.0	
Midway Arcade Treasures	7.2		8.2	
Leisure Suit Larry: Magna Cum Laude	6.2		6.4	
One Piece: Pirate Warriors 3	7.6		6.3	
Cubivore: Survival of the Fittest	7.1		8.5	
7th Dragon III Code: VFD	7.7		8.2	
FlatOut	7.1		8.2	
Blood Bowl	6.1		5.1	
Taz Wanted	6.5		8.7	
Far Cry: Primal	7.4		4.8	
Sid Meier's Civilization IV	9.4		8.3	
Zoo Keeper	7.4		7.5	
Pursuit Force	7.5		7.8	
Star Wars: Super Bombad Racing	7.1		4.9	
Driver: San Francisco	6.4		6.2	
Alien Resurrection	6.1		7.5	
World Tour Soccer 2005	6.8		9.0	
ESPN College Hoops	8.3		8.5	
Dengeki Bunko Fighting Climax	6.6		8.2	
Leisure Suit Larry: Box Office Bust	2.5		2.5	
Robotech: Battlecry	7.4		8.4	
Clash of the Titans	4.2		4.1	
Kya: Dark Lineage	6.9		8.9	
Mirror's Edge Catalyst	7.2		4.4	
F1 2011	5.9		6.8	
Guilty Gear Judgment	7.7		6.6	
NCAA Football 09 All-Play	4.9		5.8	
Doctor Lautrec and the Forgotten Knights	5.3		6.1	
Hot Wheels World Race	5.9		7.0	
Castlevania Judgment	4.9		5.9	
Apache: Air Assault	7.0		6.4	
Aliens: Infestation	7.6		8.2	
Return to PopoloCrois: A Story of Seasons Fairytale	7.2		6.8	
Angry Birds Trilogy	6.6		3.7	
Crash Tag Team Racing	6.6		7.3	
El Shaddai: Ascension of the Metatron	7.5		7.0	
NPPL: Championship Paintball 2009	4.5		7.4	
True Swing Golf	6.6		7.7	
TimeSplitters: Future Perfect	8.3		8.9	
Goosebumps HorrorLand	3.7		3.5	
Thrillville: Off the Rails	7.3		2.8	
Fatal Frame II: Crimson Butterfly	8.1		9.2	
Murdered: Soul Suspect	5.1		7.0	
Shadow Man: 2econd Coming	6.8		7.6	
Dynasty Warriors 4	7.5		8.8	
Warriors Orochi 3	7.1		8.1	
Wakeboarding Unleashed Featuring Shaun Murray	8.3		9.0	
The Incredibles: Rise of the Underminer	6.7		6.6	
Beowulf: The Game	5.1		5.2	
Dewy's Adventure	6.7		6.3	
The BIGS	7.7		7.2	
Fracture	6.2		5.8	
NBA Live 08	5.2		7.1	
Hyperdimension Neptunia Victory	5.5		7.8	
Marble Saga: Kororinpa	7.4		7.3	
The King of Fighters XII	5.7		5.3	
Dungeon Siege: Throne of Agony	7.4		8.1	
Culdcept SAGA	7.5		8.7	
The Crew	7.1		6.4	
Create	6.1		5.2	
Eragon	6.3		7.6	
TimeShift	7.0		6.3	
Spyro: Shadow Legacy	5.0		5.7	
The Sims 3: Seasons	7.3		7.5	
Scarface: Money. Power. Respect.	5.8		3.1	
Angry Birds Star Wars	5.3		6.9	
Blitz: The League	6.9		6.5	
NBA 2K12	8.6		7.1	
FlatOut 2	7.3		7.5	
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress	6.4		7.8	
Heroes over Europe	6.2		7.0	
BioShock The Collection	8.4		8.3	
F-Zero: GP Legend	7.7		8.5	
Klonoa	7.7		8.6	
Bulletstorm	8.2		7.7	
Putty Squad	3.8		2.9	
